order_id,product_id,quantity,unit_price,discount
762,103,3,82.31,0.0
762,34,2,87.0,0.0
762,56,3,89.71,0.0
763,91,2,189.69,0.15
763,61,3,69.89,0.15
763,69,2,303.67,0.05
763,41,3,20.64,0.1
763,14,1,9.1,0.05
764,3,4,14.82,0.1
764,72,1,76.53,0.0
765,115,4,177.58,0.05
765,94,2,152.29,0.05
765,4,2,176.28,0.15
766,88,1,209.33,0.15
766,76,3,126.97,0.1
766,41,1,20.64,0.0
766,111,1,166.92,0.1
766,1,4,173.31,0.15
767,94,1,152.29,0.05
767,16,4,41.29,0.05
767,43,4,194.97,0.15
767,12,4,39.39,0.0
768,12,2,39.39,0.0
768,24,3,6.44,0.15
768,34,1,87.0,0.0
768,52,4,8.87,0.0
769,2,1,36.95,0.1
769,1,3,173.31,0.0
769,42,2,226.4,0.0
769,50,4,63.25,0.0
769,40,2,130.65,0.0
770,65,4,58.76,0.0
770,20,1,104.44,0.1
771,64,2,15.03,0.1
772,15,3,73.11,0.0
772,86,3,158.44,0.0
772,71,2,458.78,0.05
772,9,2,92.79,0.05
773,13,3,26.95,0.1
773,109,4,334.93,0.1
773,67,2,47.51,0.0
773,12,3,39.39,0.0
773,85,4,21.51,0.0
774,62,3,84.46,0.15
774,79,1,128.37,0.1
774,50,1,63.25,0.0
774,40,1,130.65,0.0
774,64,2,15.03,0.15
775,7,2,86.33,0.1
775,106,3,44.44,0.15
775,88,1,209.33,0.0
775,112,1,111.9,0.05
775,56,2,89.71,0.0
776,27,3,260.27,0.0
776,116,2,82.84,0.15
776,89,3,228.89,0.0
776,15,4,73.11,0.0
777,32,4,94.69,0.15
777,80,3,98.07,0.0
777,86,3,158.44,0.05
777,34,1,87.0,0.05
777,113,4,185.96,0.05
778,17,1,119.1,0.15
778,85,1,21.51,0.0
778,89,2,228.89,0.05
778,29,1,62.24,0.0
779,37,3,248.4,0.0
779,110,1,90.48,0.05
779,73,2,196.52,0.0
780,24,1,6.44,0.0
780,11,4,218.49,0.1
780,98,3,19.56,0.05
780,89,2,228.89,0.05
781,99,3,6.31,0.0
781,27,1,260.27,0.0
782,38,1,18.01,0.0
782,65,2,58.76,0.15
783,37,3,248.4,0.0
783,72,1,76.53,0.15
783,21,1,17.94,0.05
783,19,1,95.69,0.1
783,71,2,458.78,0.15
784,8,1,55.63,0.0
784,105,1,98.58,0.1
784,50,1,63.25,0.0
784,99,4,6.31,0.1
784,73,4,196.52,0.0
785,62,4,84.46,0.1
785,118,3,105.29,0.0
785,116,2,82.84,0.0
785,20,2,104.44,0.05
786,19,4,95.69,0.15
786,6,2,49.95,0.05
786,59,2,246.11,0.15
787,94,4,152.29,0.0
787,58,3,247.78,0.0
787,57,4,83.71,0.0
787,50,2,63.25,0.0
788,71,4,458.78,0.0
788,111,3,166.92,0.0
788,98,4,19.56,0.0
788,102,4,42.75,0.0
789,120,4,109.63,0.0
789,67,2,47.51,0.05
789,56,2,89.71,0.0
789,24,2,6.44,0.15
790,41,1,20.64,0.15
790,79,1,128.37,0.0
790,120,1,109.63,0.0
790,98,1,19.56,0.0
791,80,4,98.07,0.05
791,117,3,171.89,0.15
791,41,2,20.64,0.0
792,53,4,64.96,0.15
792,21,3,17.94,0.15
792,72,2,76.53,0.0
792,71,2,458.78,0.05
792,81,1,199.53,0.0
793,120,2,109.63,0.05
793,57,1,83.71,0.05
793,75,3,66.25,0.0
794,120,2,109.63,0.15
795,3,4,14.82,0.0
795,80,3,98.07,0.0
795,115,2,177.58,0.1
795,76,3,126.97,0.1
796,44,4,181.02,0.15
796,6,1,49.95,0.0
796,35,1,326.86,0.0
796,96,1,102.11,0.15
797,90,3,95.93,0.1
797,49,4,323.27,0.05
797,43,3,194.97,0.0
798,104,3,40.35,0.1
799,100,1,7.93,0.0
799,12,1,39.39,0.15
800,79,1,128.37,0.0
801,27,1,260.27,0.05
801,7,3,86.33,0.15
802,111,1,166.92,0.0
802,8,2,55.63,0.0
802,57,3,83.71,0.0
802,24,2,6.44,0.15
802,65,1,58.76,0.15
803,38,3,18.01,0.0
803,77,4,113.8,0.0
803,53,3,64.96,0.15
803,65,2,58.76,0.1
803,82,1,309.81,0.15
804,97,4,95.92,0.0
804,105,1,98.58,0.0
804,56,3,89.71,0.15
804,11,1,218.49,0.1
804,87,3,139.22,0.15
805,30,2,432.29,0.0
805,76,3,126.97,0.05
806,54,3,29.0,0.05
806,4,2,176.28,0.05
806,112,3,111.9,0.0
806,18,4,146.24,0.15
807,26,4,144.67,0.0
807,3,3,14.82,0.1
807,64,3,15.03,0.0
808,46,1,109.92,0.0
809,67,2,47.51,0.05
809,64,4,15.03,0.0
810,37,2,248.4,0.0
810,44,4,181.02,0.0
810,93,1,95.51,0.05
810,48,3,41.3,0.05
810,104,2,40.35,0.0
811,116,3,82.84,0.15
811,17,2,119.1,0.15
812,80,1,98.07,0.1
812,42,4,226.4,0.05
813,61,2,69.89,0.0
814,63,2,198.88,0.15
814,41,2,20.64,0.1
814,78,1,103.04,0.0
815,39,3,391.17,0.0
816,58,4,247.78,0.1
816,81,2,199.53,0.1
817,76,3,126.97,0.0
817,17,1,119.1,0.0
818,83,3,23.92,0.1
818,42,1,226.4,0.15
818,51,3,103.56,0.0
818,23,1,14.37,0.1
819,12,3,39.39,0.0
819,97,3,95.92,0.0
820,89,1,228.89,0.0
820,20,4,104.44,0.0
820,71,1,458.78,0.0
820,106,2,44.44,0.0
821,98,2,19.56,0.0
821,30,3,432.29,0.0
822,64,4,15.03,0.1
822,4,1,176.28,0.0
822,86,2,158.44,0.1
823,75,3,66.25,0.1
824,118,3,105.29,0.0
825,115,1,177.58,0.15
825,34,3,87.0,0.05
825,51,1,103.56,0.05
826,26,3,144.67,0.15
826,98,2,19.56,0.1
827,73,3,196.52,0.0
827,114,1,15.92,0.0
828,51,4,103.56,0.05
828,78,3,103.04,0.15
828,97,2,95.92,0.0
828,22,1,442.39,0.0
829,21,2,17.94,0.05
829,13,3,26.95,0.0
829,7,3,86.33,0.05
829,48,1,41.3,0.0
829,28,1,94.22,0.0
830,113,4,185.96,0.0
831,89,4,228.89,0.0
831,72,2,76.53,0.0
831,35,1,326.86,0.05
831,3,4,14.82,0.0
831,90,1,95.93,0.05
832,91,4,189.69,0.0
832,37,3,248.4,0.0
832,93,3,95.51,0.0
833,72,2,76.53,0.15
833,90,1,95.93,0.0
833,63,3,198.88,0.0
833,102,3,42.75,0.05
834,95,4,172.43,0.0
834,82,4,309.81,0.0
834,45,4,115.78,0.0
835,114,3,15.92,0.15
835,18,4,146.24,0.05
835,43,2,194.97,0.0
836,18,4,146.24,0.0
836,105,4,98.58,0.0
836,102,1,42.75,0.1
836,27,1,260.27,0.1
836,106,1,44.44,0.0
837,120,4,109.63,0.0
837,51,3,103.56,0.15
837,67,4,47.51,0.15
837,85,1,21.51,0.0
837,105,4,98.58,0.0
838,97,3,95.92,0.0
838,52,1,8.87,0.0
839,9,3,92.79,0.05
840,39,4,391.17,0.15
840,55,1,453.51,0.15
841,97,4,95.92,0.15
841,69,3,303.67,0.15
841,99,4,6.31,0.0
841,13,4,26.95,0.0
842,59,4,246.11,0.15
843,28,1,94.22,0.15
843,79,2,128.37,0.1
843,53,1,64.96,0.1
843,13,4,26.95,0.0
844,16,4,41.29,0.0
844,90,2,95.93,0.0
844,67,3,47.51,0.1
844,63,3,198.88,0.05
844,23,1,14.37,0.15
845,1,2,173.31,0.05
845,50,1,63.25,0.0
846,18,1,146.24,0.05
846,17,4,119.1,0.0
847,72,1,76.53,0.0
847,90,3,95.93,0.15
847,55,3,453.51,0.05
847,9,4,92.79,0.1
848,74,2,124.34,0.15
849,9,4,92.79,0.0
849,102,1,42.75,0.0
849,85,2,21.51,0.0
849,24,3,6.44,0.0
850,68,2,62.0,0.0
850,2,2,36.95,0.05
850,39,2,391.17,0.0
850,113,4,185.96,0.05
850,104,4,40.35,0.0
851,62,1,84.46,0.1
852,97,4,95.92,0.0
853,96,2,102.11,0.05
853,117,4,171.89,0.15
854,72,1,76.53,0.15
855,36,3,128.92,0.0
855,60,3,164.51,0.0
855,84,4,91.45,0.1
855,104,4,40.35,0.05
856,33,3,108.5,0.0
857,45,2,115.78,0.0
857,40,4,130.65,0.0
858,25,3,86.9,0.0
858,88,4,209.33,0.1
858,47,2,34.73,0.0
859,92,4,203.19,0.1
859,35,3,326.86,0.0
859,120,3,109.63,0.1
859,73,1,196.52,0.0
860,75,4,66.25,0.0
860,106,3,44.44,0.0
860,36,4,128.92,0.15
860,66,4,16.2,0.1
860,73,1,196.52,0.05
861,6,1,49.95,0.0
862,115,1,177.58,0.0
863,97,2,95.92,0.0
863,35,1,326.86,0.1
863,119,3,22.12,0.0
863,71,2,458.78,0.05
863,46,2,109.92,0.1
864,31,2,128.75,0.0
864,59,2,246.11,0.0
865,30,1,432.29,0.05
865,13,4,26.95,0.05
866,56,3,89.71,0.0
866,102,1,42.75,0.05
866,113,4,185.96,0.05
866,68,2,62.0,0.0
867,36,2,128.92,0.05
867,32,4,94.69,0.0
867,92,2,203.19,0.15
867,38,1,18.01,0.05
868,12,2,39.39,0.0
868,56,3,89.71,0.0
868,33,4,108.5,0.0
868,45,2,115.78,0.0
869,79,1,128.37,0.0
870,110,3,90.48,0.0
870,56,2,89.71,0.05
871,37,4,248.4,0.05
871,71,2,458.78,0.0
872,16,3,41.29,0.15
872,100,2,7.93,0.0
872,60,2,164.51,0.0
872,71,1,458.78,0.0
872,98,2,19.56,0.0
873,31,3,128.75,0.1
873,111,3,166.92,0.05
874,9,4,92.79,0.0
875,60,4,164.51,0.0
875,83,4,23.92,0.0
875,67,4,47.51,0.0
875,46,1,109.92,0.0
875,101,1,172.44,0.1
876,97,2,95.92,0.05
876,3,2,14.82,0.05
877,52,2,8.87,0.05
877,60,2,164.51,0.05
877,92,1,203.19,0.0
877,48,2,41.3,0.15
878,10,4,20.11,0.0
878,77,4,113.8,0.0
878,38,3,18.01,0.0
878,46,2,109.92,0.0
879,81,3,199.53,0.0
879,67,4,47.51,0.05
880,48,1,41.3,0.05
880,7,4,86.33,0.05
880,103,1,82.31,0.15
881,19,2,95.69,0.0
881,98,4,19.56,0.0
882,54,2,29.0,0.05
882,103,3,82.31,0.0
883,119,4,22.12,0.0
883,87,1,139.22,0.15
884,81,2,199.53,0.15
884,86,3,158.44,0.1
884,42,2,226.4,0.0
885,7,3,86.33,0.0
885,76,2,126.97,0.1
885,39,2,391.17,0.0
885,103,2,82.31,0.05
886,53,4,64.96,0.1
886,96,3,102.11,0.0
886,52,1,8.87,0.0
887,20,3,104.44,0.0
887,54,1,29.0,0.0
887,61,2,69.89,0.05
887,4,4,176.28,0.05
888,76,1,126.97,0.0
888,49,1,323.27,0.0
888,110,1,90.48,0.0
889,1,4,173.31,0.0
890,86,1,158.44,0.0
890,74,3,124.34,0.0
890,12,1,39.39,0.0
891,14,1,9.1,0.1
891,35,3,326.86,0.0
891,76,1,126.97,0.05
891,38,3,18.01,0.0
892,89,4,228.89,0.0
892,61,3,69.89,0.0
893,5,1,210.97,0.1
893,11,1,218.49,0.0
894,75,4,66.25,0.05
894,31,4,128.75,0.0
894,92,3,203.19,0.15
895,108,3,12.63,0.05
896,105,4,98.58,0.15
896,42,3,226.4,0.1
897,31,4,128.75,0.0
897,66,2,16.2,0.15
898,103,3,82.31,0.0
898,79,1,128.37,0.05
898,48,2,41.3,0.0
899,26,1,144.67,0.05
899,56,3,89.71,0.1
899,99,4,6.31,0.0
899,94,3,152.29,0.0
899,103,1,82.31,0.05
900,29,1,62.24,0.0
900,58,3,247.78,0.05
900,34,3,87.0,0.0
900,39,2,391.17,0.0
900,115,2,177.58,0.05
901,69,4,303.67,0.0
901,105,3,98.58,0.1
901,116,1,82.84,0.05
902,110,2,90.48,0.05
903,3,3,14.82,0.0
903,13,3,26.95,0.15
903,17,3,119.1,0.05
903,120,2,109.63,0.05
904,10,2,20.11,0.0
905,60,3,164.51,0.0
905,66,3,16.2,0.0
905,16,3,41.29,0.0
905,62,4,84.46,0.0
905,86,3,158.44,0.15
906,25,3,86.9,0.0
906,62,3,84.46,0.05
906,119,4,22.12,0.0
906,97,4,95.92,0.0
906,81,2,199.53,0.0
907,72,3,76.53,0.15
907,99,3,6.31,0.0
907,59,1,246.11,0.0
907,50,4,63.25,0.0
908,41,4,20.64,0.0
909,16,1,41.29,0.15
909,80,3,98.07,0.0
909,104,3,40.35,0.1
910,86,3,158.44,0.05
910,18,2,146.24,0.0
910,90,3,95.93,0.05
911,37,3,248.4,0.0
912,24,2,6.44,0.1
913,104,3,40.35,0.1
914,95,1,172.43,0.0
914,7,1,86.33,0.0
914,18,4,146.24,0.0
915,43,2,194.97,0.0
916,31,3,128.75,0.1
916,53,2,64.96,0.05
916,1,2,173.31,0.0
916,88,4,209.33,0.0
916,67,4,47.51,0.0
917,53,2,64.96,0.1
917,117,1,171.89,0.15
917,75,4,66.25,0.0
917,37,4,248.4,0.0
917,35,1,326.86,0.05
918,17,1,119.1,0.0
918,92,2,203.19,0.15
919,1,1,173.31,0.05
919,84,1,91.45,0.0
919,27,2,260.27,0.05
919,92,2,203.19,0.0
919,15,1,73.11,0.0
920,57,2,83.71,0.0
920,85,4,21.51,0.0
920,26,2,144.67,0.15
921,101,1,172.44,0.15
922,55,1,453.51,0.05
922,99,1,6.31,0.1
923,35,4,326.86,0.0
923,21,1,17.94,0.0
923,62,4,84.46,0.05
923,29,2,62.24,0.1
924,103,1,82.31,0.1
924,40,1,130.65,0.0
924,96,3,102.11,0.0
924,52,2,8.87,0.15
924,3,2,14.82,0.15
925,44,1,181.02,0.15
925,1,3,173.31,0.15
925,62,4,84.46,0.0
925,25,3,86.9,0.1
925,24,2,6.44,0.15
926,6,3,49.95,0.05
926,110,2,90.48,0.1
926,44,3,181.02,0.05
927,111,4,166.92,0.1
927,6,1,49.95,0.0
927,27,4,260.27,0.15
927,60,2,164.51,0.0
928,36,4,128.92,0.0
929,6,3,49.95,0.1
929,61,2,69.89,0.15
930,36,3,128.92,0.05
930,1,2,173.31,0.0
930,55,1,453.51,0.15
930,90,1,95.93,0.15
930,45,3,115.78,0.0
931,8,2,55.63,0.0
931,85,1,21.51,0.15
931,58,2,247.78,0.0
931,29,3,62.24,0.15
932,5,4,210.97,0.0
932,69,1,303.67,0.0
932,23,2,14.37,0.0
933,35,3,326.86,0.05
933,92,2,203.19,0.1
934,28,1,94.22,0.0
934,119,4,22.12,0.0
934,94,4,152.29,0.1
934,103,4,82.31,0.0
934,99,1,6.31,0.15
935,7,2,86.33,0.1
935,67,2,47.51,0.0
936,34,3,87.0,0.0
937,90,1,95.93,0.1
937,82,2,309.81,0.1
938,4,1,176.28,0.0
938,5,1,210.97,0.15
938,98,1,19.56,0.0
939,83,1,23.92,0.15
939,48,2,41.3,0.0
939,8,3,55.63,0.05
939,101,1,172.44,0.1
939,81,3,199.53,0.0
940,37,1,248.4,0.0
940,63,2,198.88,0.0
940,67,1,47.51,0.0
940,117,4,171.89,0.05
941,49,3,323.27,0.0
941,45,3,115.78,0.15
942,66,3,16.2,0.15
942,30,1,432.29,0.0
942,42,3,226.4,0.0
943,31,4,128.75,0.1
943,53,3,64.96,0.0
944,33,1,108.5,0.0
944,107,3,17.74,0.15
944,68,2,62.0,0.1
944,16,4,41.29,0.05
945,35,1,326.86,0.0
945,32,4,94.69,0.1
945,20,3,104.44,0.15
945,87,2,139.22,0.1
946,93,4,95.51,0.0
946,109,1,334.93,0.0
946,68,3,62.0,0.0
947,97,1,95.92,0.0
947,38,4,18.01,0.0
947,111,3,166.92,0.0
948,111,1,166.92,0.0
948,38,1,18.01,0.0
948,66,2,16.2,0.1
949,5,1,210.97,0.0
949,38,2,18.01,0.0
949,88,2,209.33,0.0
950,104,1,40.35,0.0
950,19,1,95.69,0.15
951,64,2,15.03,0.05
951,28,3,94.22,0.0
952,50,4,63.25,0.1
952,13,1,26.95,0.0
952,60,2,164.51,0.0
953,68,4,62.0,0.0
953,119,4,22.12,0.15
953,2,4,36.95,0.0
953,32,3,94.69,0.1
953,89,1,228.89,0.15
954,40,1,130.65,0.0
955,76,2,126.97,0.05
956,58,3,247.78,0.0
956,36,4,128.92,0.0
957,53,1,64.96,0.0
957,96,2,102.11,0.05
957,6,4,49.95,0.05
957,107,4,17.74,0.15
957,47,1,34.73,0.1
958,67,2,47.51,0.0
959,50,2,63.25,0.15
960,7,2,86.33,0.05
960,105,1,98.58,0.05
960,56,4,89.71,0.05
961,1,2,173.31,0.0
961,102,3,42.75,0.0
961,68,4,62.0,0.15
961,58,2,247.78,0.05
961,100,1,7.93,0.0
962,78,1,103.04,0.1
963,33,4,108.5,0.1
963,75,4,66.25,0.1
963,104,4,40.35,0.15
963,22,3,442.39,0.1
964,12,2,39.39,0.1
964,114,3,15.92,0.1
964,67,4,47.51,0.15
964,38,2,18.01,0.0
965,23,2,14.37,0.0
965,114,2,15.92,0.0
966,72,4,76.53,0.0
967,40,2,130.65,0.1
967,72,2,76.53,0.0
968,108,3,12.63,0.0
969,71,2,458.78,0.05
970,49,2,323.27,0.0
970,45,4,115.78,0.05
970,53,1,64.96,0.15
970,81,2,199.53,0.0
970,10,3,20.11,0.1
971,109,1,334.93,0.0
971,66,2,16.2,0.05
971,35,2,326.86,0.0
972,65,2,58.76,0.1
972,26,3,144.67,0.0
972,10,1,20.11,0.0
972,11,4,218.49,0.1
973,7,2,86.33,0.15
973,59,2,246.11,0.1
973,53,4,64.96,0.15
974,57,2,83.71,0.0
974,77,4,113.8,0.0
974,37,4,248.4,0.05
974,51,2,103.56,0.1
975,119,1,22.12,0.0
975,7,1,86.33,0.05
975,21,3,17.94,0.0
975,73,2,196.52,0.0
976,26,4,144.67,0.0
976,45,4,115.78,0.1
977,21,4,17.94,0.0
977,1,3,173.31,0.0
977,49,4,323.27,0.05
977,15,3,73.11,0.05
977,29,1,62.24,0.0
978,93,2,95.51,0.1
979,31,4,128.75,0.0
980,86,2,158.44,0.0
980,66,1,16.2,0.0
980,22,1,442.39,0.05
980,118,2,105.29,0.0
981,57,2,83.71,0.1
981,30,2,432.29,0.0
981,98,2,19.56,0.1
981,55,3,453.51,0.05
981,111,1,166.92,0.0
982,52,4,8.87,0.05
982,88,1,209.33,0.05
982,119,4,22.12,0.0
982,16,4,41.29,0.1
983,29,3,62.24,0.0
983,81,2,199.53,0.0
984,20,2,104.44,0.0
984,94,2,152.29,0.0
984,10,4,20.11,0.05
984,67,1,47.51,0.1
984,84,3,91.45,0.0
985,109,3,334.93,0.0
986,83,3,23.92,0.15
986,17,1,119.1,0.15
986,39,1,391.17,0.0
987,46,2,109.92,0.0
988,58,1,247.78,0.15
988,36,4,128.92,0.05
988,49,4,323.27,0.05
988,100,2,7.93,0.1
988,10,4,20.11,0.1
989,67,4,47.51,0.15
989,74,1,124.34,0.15
989,26,3,144.67,0.15
990,114,3,15.92,0.05
990,4,4,176.28,0.15
990,85,3,21.51,0.15
991,100,3,7.93,0.0
991,96,3,102.11,0.0
992,38,3,18.01,0.05
992,24,2,6.44,0.0
992,82,1,309.81,0.0
992,32,4,94.69,0.0
992,18,3,146.24,0.0
993,50,2,63.25,0.05
993,22,2,442.39,0.15
993,74,2,124.34,0.0
994,14,3,9.1,0.0
994,72,4,76.53,0.1
994,91,3,189.69,0.05
994,51,3,103.56,0.0
994,48,3,41.3,0.05
995,106,1,44.44,0.05
995,74,4,124.34,0.0
995,10,1,20.11,0.0
995,119,3,22.12,0.1
995,107,2,17.74,0.0
996,42,3,226.4,0.0
997,13,3,26.95,0.0
997,31,1,128.75,0.1
997,103,3,82.31,0.0
997,55,1,453.51,0.0
997,58,1,247.78,0.0
998,72,2,76.53,0.05
998,8,1,55.63,0.0
998,78,3,103.04,0.0
998,94,2,152.29,0.1
999,111,4,166.92,0.05
999,99,4,6.31,0.0
999,75,3,66.25,0.0
1000,81,3,199.53,0.0
1000,44,3,181.02,0.0
1000,94,2,152.29,0.0
1000,76,1,126.97,0.0
1000,55,4,453.51,0.0
1001,83,2,23.92,0.15
1001,113,1,185.96,0.0
1001,30,3,432.29,0.0
1001,10,2,20.11,0.0
1001,31,3,128.75,0.0
1002,37,3,248.4,0.0
1003,116,3,82.84,0.15
1003,82,4,309.81,0.0
1003,101,1,172.44,0.0
1003,57,3,83.71,0.1
1004,91,1,189.69,0.15
1004,70,2,117.08,0.0
1005,8,4,55.63,0.15
1006,45,4,115.78,0.05
1006,4,1,176.28,0.15
1006,69,4,303.67,0.0
1006,22,2,442.39,0.0
1007,49,1,323.27,0.0
1007,20,2,104.44,0.1
1008,7,4,86.33,0.0
1008,71,4,458.78,0.0
1008,112,1,111.9,0.05
1008,24,2,6.44,0.0
1009,74,2,124.34,0.15
1009,73,4,196.52,0.0
1010,71,2,458.78,0.0
1010,19,3,95.69,0.15
1011,93,4,95.51,0.0
1011,83,2,23.92,0.05
1011,60,3,164.51,0.0
1011,95,1,172.43,0.1
1012,106,1,44.44,0.0
1012,109,2,334.93,0.05
1012,111,1,166.92,0.0
1012,75,1,66.25,0.0
1012,57,2,83.71,0.15
1013,118,1,105.29,0.15
1013,67,1,47.51,0.0
1013,32,3,94.69,0.05
1013,17,1,119.1,0.1
1013,20,2,104.44,0.0
1014,65,2,58.76,0.15
1014,111,3,166.92,0.15
1014,73,3,196.52,0.0
1014,57,2,83.71,0.15
1014,45,4,115.78,0.0
1015,110,4,90.48,0.0
1015,102,3,42.75,0.0
1015,74,2,124.34,0.15
1015,42,1,226.4,0.0
1015,15,2,73.11,0.15
1016,25,1,86.9,0.1
1016,8,4,55.63,0.05
1016,79,1,128.37,0.0
1016,106,4,44.44,0.0
1016,26,1,144.67,0.0
1017,53,2,64.96,0.0
1017,60,1,164.51,0.1
1017,97,1,95.92,0.0
1017,85,1,21.51,0.05
1018,18,4,146.24,0.0
1018,93,2,95.51,0.1
1018,44,2,181.02,0.0
1018,85,3,21.51,0.1
1019,100,2,7.93,0.0
1019,67,2,47.51,0.0
1019,14,1,9.1,0.0
1020,18,3,146.24,0.05
1020,20,2,104.44,0.0
1020,77,2,113.8,0.15
1021,104,1,40.35,0.0
1022,19,3,95.69,0.0
1023,40,2,130.65,0.0
1023,98,3,19.56,0.0
1023,119,2,22.12,0.0
1023,17,2,119.1,0.05
1024,22,1,442.39,0.05
1025,44,3,181.02,0.0
1026,64,4,15.03,0.0
1026,73,4,196.52,0.0
1026,118,1,105.29,0.0
1026,99,4,6.31,0.1
1027,18,3,146.24,0.05
1028,5,2,210.97,0.0
1029,6,3,49.95,0.05
1029,70,1,117.08,0.0
1029,2,1,36.95,0.15
1029,67,1,47.51,0.0
1029,13,1,26.95,0.05
1030,43,1,194.97,0.0
1030,11,3,218.49,0.1
1031,73,4,196.52,0.0
1032,27,1,260.27,0.1
1033,114,2,15.92,0.0
1033,51,3,103.56,0.1
1033,56,1,89.71,0.1
1033,106,2,44.44,0.0
1034,81,1,199.53,0.0
1034,76,1,126.97,0.05
1034,4,4,176.28,0.15
1035,9,3,92.79,0.1
1035,106,1,44.44,0.0
1035,92,2,203.19,0.15
1035,73,1,196.52,0.0
1035,97,2,95.92,0.0
1036,119,4,22.12,0.15
1036,117,2,171.89,0.15
1036,51,1,103.56,0.0
1036,101,4,172.44,0.1
1037,13,3,26.95,0.0
1037,20,4,104.44,0.05
1037,28,3,94.22,0.0
1037,63,2,198.88,0.0
1038,75,1,66.25,0.1
1038,73,4,196.52,0.0
1038,117,1,171.89,0.15
1039,109,1,334.93,0.0
1039,22,1,442.39,0.15
1039,14,3,9.1,0.0
1039,12,1,39.39,0.0
1039,53,3,64.96,0.15
1040,81,1,199.53,0.0
1040,76,4,126.97,0.0
1040,38,3,18.01,0.1
1040,119,2,22.12,0.0
1040,85,1,21.51,0.05
1041,70,2,117.08,0.0
1042,108,4,12.63,0.1
1042,25,1,86.9,0.0
1043,102,4,42.75,0.1
1043,22,2,442.39,0.05
1043,77,4,113.8,0.1
1044,102,4,42.75,0.0
1045,72,3,76.53,0.0
1045,29,4,62.24,0.1
1045,43,4,194.97,0.0
1045,93,3,95.51,0.15
1045,49,1,323.27,0.1
1046,4,3,176.28,0.0
1046,35,1,326.86,0.05
1046,58,1,247.78,0.0
1046,66,3,16.2,0.0
1047,36,2,128.92,0.0
1047,70,4,117.08,0.1
1047,17,2,119.1,0.1
1047,1,1,173.31,0.05
1048,55,1,453.51,0.1
1049,46,2,109.92,0.0
1049,85,4,21.51,0.0
1050,42,1,226.4,0.05
1050,72,3,76.53,0.15
1050,66,1,16.2,0.0
1051,34,1,87.0,0.05
1051,16,3,41.29,0.15
1052,61,4,69.89,0.15
1053,117,4,171.89,0.1
1053,94,2,152.29,0.0
1053,1,3,173.31,0.0
1053,111,4,166.92,0.0
1053,52,4,8.87,0.1
1054,118,4,105.29,0.0
1054,51,4,103.56,0.1
1055,42,3,226.4,0.1
1056,8,4,55.63,0.0
1056,109,2,334.93,0.15
1057,107,4,17.74,0.0
1057,77,4,113.8,0.0
1058,49,4,323.27,0.0
1059,38,4,18.01,0.05
1060,21,3,17.94,0.0
1060,2,4,36.95,0.0
1060,105,4,98.58,0.05
1061,104,2,40.35,0.0
1061,78,3,103.04,0.05
1061,4,4,176.28,0.0
1061,55,2,453.51,0.05
1061,17,3,119.1,0.15
1062,2,4,36.95,0.0
1063,89,4,228.89,0.0
1063,85,3,21.51,0.1
1063,61,1,69.89,0.05
1063,40,1,130.65,0.0
1064,105,4,98.58,0.0
1064,33,1,108.5,0.1
1064,69,1,303.67,0.0
1064,103,4,82.31,0.1
1064,67,4,47.51,0.05
1065,57,1,83.71,0.0
1065,120,4,109.63,0.0
1065,101,4,172.44,0.0
1066,30,4,432.29,0.0
1066,95,2,172.43,0.05
1066,98,3,19.56,0.15
1067,66,2,16.2,0.0
1067,23,2,14.37,0.1
1067,40,3,130.65,0.0
1068,84,2,91.45,0.0
1068,60,1,164.51,0.0
1068,44,2,181.02,0.0
1069,57,2,83.71,0.0
1069,116,3,82.84,0.15
1069,100,2,7.93,0.05
1069,51,2,103.56,0.0
1070,105,4,98.58,0.0
1070,10,1,20.11,0.15
1071,5,2,210.97,0.0
1071,50,2,63.25,0.0
1072,66,1,16.2,0.15
1073,33,3,108.5,0.0
1073,118,3,105.29,0.05
1073,86,1,158.44,0.1
1074,80,1,98.07,0.0
1074,28,3,94.22,0.0
1074,58,1,247.78,0.0
1074,91,4,189.69,0.1
1074,101,3,172.44,0.1
1075,8,2,55.63,0.05
1075,40,1,130.65,0.0
1075,41,4,20.64,0.15
1075,62,2,84.46,0.0
1075,75,4,66.25,0.0
1076,84,2,91.45,0.0
1076,29,1,62.24,0.0
1076,76,1,126.97,0.15
1076,58,4,247.78,0.0
1076,21,4,17.94,0.0
1077,119,2,22.12,0.0
1077,7,2,86.33,0.0
1077,92,1,203.19,0.0
1077,74,1,124.34,0.0
1077,72,2,76.53,0.0
1078,108,4,12.63,0.15
1078,81,4,199.53,0.0
1078,77,1,113.8,0.1
1078,86,1,158.44,0.0
1078,112,2,111.9,0.0
1079,115,3,177.58,0.0
1079,71,2,458.78,0.15
1080,36,2,128.92,0.0
1080,54,3,29.0,0.0
1080,101,4,172.44,0.1
1080,97,3,95.92,0.15
1081,59,4,246.11,0.0
1082,3,1,14.82,0.05
1082,116,4,82.84,0.15
1082,89,4,228.89,0.05
1083,91,2,189.69,0.0
1084,6,3,49.95,0.1
1084,67,2,47.51,0.05
1084,79,4,128.37,0.1
1084,2,2,36.95,0.0
1085,70,1,117.08,0.05
1085,56,4,89.71,0.1
1086,47,1,34.73,0.1
1086,59,4,246.11,0.05
1087,59,2,246.11,0.05
1087,109,1,334.93,0.0
1087,81,1,199.53,0.1
1088,16,4,41.29,0.0
1088,59,1,246.11,0.15
