shipment_id,order_id,warehouse,carrier,shipped_date,delivered_date
364,427,ATL-01,UPS,2024-11-13 19:39:00,2024-11-14 19:39:00
365,428,CLT-03,DHL,2025-04-08 22:04:00,2025-04-13 22:04:00
366,429,DFW-02,UPS,2024-12-07 01:35:00,
367,430,CLT-03,FedEx,2025-06-26 18:12:00,
368,431,CLT-03,USPS,2025-06-25 11:26:00,2025-06-28 11:26:00
369,432,ATL-01,USPS,2025-05-01 00:33:00,2025-05-03 00:33:00
370,434,DFW-02,UPS,2025-10-23 20:14:00,2025-10-24 20:14:00
371,435,ATL-01,FedEx,2024-12-18 09:28:00,
372,436,DFW-02,USPS,2025-03-16 03:01:00,2025-03-18 03:01:00
373,439,CLT-03,UPS,2025-08-15 02:10:00,2025-08-20 02:10:00
374,440,DFW-02,USPS,2025-02-20 06:28:00,2025-02-23 06:28:00
375,441,CLT-03,UPS,2025-07-19 14:32:00,2025-07-22 14:32:00
376,442,DFW-02,USPS,2025-10-20 09:53:00,2025-10-23 09:53:00
377,443,ATL-01,DHL,2025-08-26 04:54:00,2025-08-30 04:54:00
378,444,DFW-02,FedEx,2025-09-25 10:50:00,
379,446,ATL-01,DHL,2024-09-18 01:59:00,
380,447,CLT-03,DHL,2025-04-14 14:40:00,2025-04-15 14:40:00
381,449,DFW-02,FedEx,2025-10-07 13:25:00,
382,450,CLT-03,FedEx,2025-10-10 09:27:00,2025-10-14 09:27:00
383,451,CLT-03,DHL,2025-04-14 18:56:00,2025-04-16 18:56:00
384,452,CLT-03,USPS,2025-05-08 21:11:00,2025-05-11 21:11:00
385,453,CLT-03,USPS,2025-10-22 22:46:00,2025-10-23 22:46:00
386,454,ATL-01,FedEx,2025-06-01 08:13:00,2025-06-04 08:13:00
387,455,DFW-02,USPS,2025-08-17 14:31:00,2025-08-19 14:31:00
388,456,ATL-01,DHL,2025-01-19 00:38:00,
389,457,ATL-01,FedEx,2025-01-28 22:02:00,2025-01-31 22:02:00
390,458,ATL-01,DHL,2024-09-03 00:00:00,2024-09-05 00:00:00
391,459,DFW-02,USPS,2024-12-13 10:20:00,2024-12-14 10:20:00
392,461,CLT-03,FedEx,2025-05-02 02:56:00,2025-05-06 02:56:00
393,463,ATL-01,DHL,2025-10-19 09:15:00,2025-10-21 09:15:00
394,464,DFW-02,FedEx,2025-08-06 07:59:00,2025-08-09 07:59:00
395,465,ATL-01,DHL,2025-07-06 21:15:00,2025-07-07 21:15:00
396,467,DFW-02,FedEx,2024-11-19 23:29:00,2024-11-24 23:29:00
397,469,DFW-02,DHL,2025-11-03 15:01:00,2025-11-07 15:01:00
398,470,DFW-02,DHL,2025-07-27 02:21:00,
399,471,DFW-02,USPS,2025-08-06 18:04:00,2025-08-08 18:04:00
400,472,CLT-03,FedEx,2025-10-23 23:22:00,2025-10-24 23:22:00
401,473,CLT-03,DHL,2025-07-27 21:09:00,2025-07-30 21:09:00
402,474,CLT-03,DHL,2025-04-06 13:48:00,2025-04-08 13:48:00
403,475,CLT-03,DHL,2025-04-07 05:52:00,2025-04-10 05:52:00
404,476,CLT-03,UPS,2025-01-30 05:45:00,
405,477,CLT-03,FedEx,2025-08-03 02:18:00,
406,478,CLT-03,UPS,2025-06-15 03:00:00,
407,479,CLT-03,UPS,2025-07-27 08:59:00,2025-07-31 08:59:00
408,480,CLT-03,DHL,2025-04-28 10:51:00,
409,482,CLT-03,UPS,2025-06-15 23:39:00,2025-06-20 23:39:00
410,483,DFW-02,DHL,2025-06-18 02:19:00,2025-06-20 02:19:00
411,484,CLT-03,USPS,2025-03-25 23:16:00,2025-03-26 23:16:00
412,486,DFW-02,FedEx,2025-08-28 23:46:00,2025-09-02 23:46:00
413,487,CLT-03,FedEx,2025-04-07 12:36:00,2025-04-12 12:36:00
414,488,CLT-03,UPS,2025-05-13 17:54:00,2025-05-15 17:54:00
415,489,ATL-01,DHL,2025-04-09 16:44:00,
416,490,DFW-02,DHL,2025-05-12 21:58:00,2025-05-16 21:58:00
417,491,DFW-02,FedEx,2024-11-11 23:18:00,2024-11-14 23:18:00
418,492,DFW-02,DHL,2025-01-02 22:30:00,2025-01-04 22:30:00
419,493,DFW-02,USPS,2025-10-03 01:06:00,2025-10-07 01:06:00
420,494,CLT-03,DHL,2025-07-25 05:41:00,2025-07-28 05:41:00
421,495,ATL-01,USPS,2024-08-24 03:05:00,
422,496,CLT-03,UPS,2025-08-27 17:11:00,2025-08-29 17:11:00
423,498,CLT-03,FedEx,2025-11-09 16:19:00,2025-11-14 16:19:00
424,500,CLT-03,USPS,2025-03-22 23:39:00,2025-03-23 23:39:00
425,501,DFW-02,UPS,2025-08-25 06:45:00,2025-08-26 06:45:00
426,502,ATL-01,USPS,2025-10-20 08:09:00,2025-10-21 08:09:00
427,503,ATL-01,FedEx,2025-09-28 15:06:00,2025-10-01 15:06:00
428,504,DFW-02,DHL,2024-12-26 12:36:00,2024-12-31 12:36:00
429,505,ATL-01,FedEx,2025-05-28 11:51:00,2025-05-29 11:51:00
430,506,DFW-02,UPS,2024-11-30 18:03:00,
431,507,DFW-02,DHL,2025-02-06 23:00:00,2025-02-07 23:00:00
432,509,ATL-01,UPS,2025-03-17 00:47:00,2025-03-20 00:47:00
433,510,CLT-03,FedEx,2025-10-15 05:25:00,2025-10-20 05:25:00
434,511,ATL-01,DHL,2024-12-25 15:00:00,
435,512,ATL-01,FedEx,2025-10-04 05:08:00,2025-10-05 05:08:00
436,513,ATL-01,FedEx,2025-06-12 21:17:00,
437,514,DFW-02,FedEx,2025-06-19 21:15:00,
438,515,ATL-01,DHL,2025-01-13 16:11:00,2025-01-17 16:11:00
439,516,ATL-01,UPS,2025-09-16 03:44:00,2025-09-21 03:44:00
440,517,DFW-02,UPS,2024-10-24 13:33:00,2024-10-25 13:33:00
441,518,DFW-02,UPS,2025-04-30 11:45:00,2025-05-04 11:45:00
442,519,DFW-02,USPS,2025-02-01 15:23:00,2025-02-04 15:23:00
443,520,CLT-03,DHL,2025-09-16 16:38:00,2025-09-18 16:38:00
444,521,DFW-02,UPS,2024-12-07 17:39:00,2024-12-10 17:39:00
445,522,DFW-02,DHL,2025-05-27 15:26:00,2025-05-29 15:26:00
446,523,CLT-03,USPS,2025-09-18 12:38:00,2025-09-23 12:38:00
447,524,ATL-01,FedEx,2025-10-06 09:45:00,2025-10-09 09:45:00
448,525,CLT-03,USPS,2025-10-14 04:17:00,2025-10-15 04:17:00
449,526,ATL-01,UPS,2025-07-26 11:20:00,
450,527,ATL-01,DHL,2025-09-06 12:41:00,2025-09-10 12:41:00
451,528,ATL-01,UPS,2025-06-07 05:12:00,2025-06-12 05:12:00
452,530,ATL-01,USPS,2025-09-29 01:08:00,2025-09-30 01:08:00
453,531,CLT-03,USPS,2025-08-25 06:08:00,2025-08-26 06:08:00
454,533,DFW-02,USPS,2025-03-26 21:24:00,2025-03-27 21:24:00
455,535,CLT-03,UPS,2025-01-29 16:21:00,2025-02-01 16:21:00
456,536,ATL-01,USPS,2024-07-26 04:49:00,2024-07-28 04:49:00
457,537,CLT-03,FedEx,2025-02-02 12:22:00,2025-02-07 12:22:00
458,538,CLT-03,DHL,2024-11-22 22:26:00,2024-11-25 22:26:00
459,540,CLT-03,UPS,2025-09-28 01:47:00,
460,541,CLT-03,DHL,2025-07-17 15:53:00,2025-07-18 15:53:00
461,542,CLT-03,FedEx,2025-09-12 15:47:00,
462,544,ATL-01,USPS,2025-11-09 04:47:00,2025-11-13 04:47:00
463,545,ATL-01,FedEx,2024-12-09 11:38:00,2024-12-12 11:38:00
464,546,CLT-03,USPS,2025-10-28 07:17:00,
465,547,ATL-01,FedEx,2024-12-27 21:06:00,2024-12-29 21:06:00
466,550,CLT-03,FedEx,2025-03-25 11:22:00,
467,552,ATL-01,FedEx,2025-08-18 16:28:00,2025-08-23 16:28:00
468,553,DFW-02,DHL,2024-12-10 12:10:00,2024-12-13 12:10:00
469,554,DFW-02,USPS,2025-07-02 14:06:00,
470,555,DFW-02,DHL,2025-04-11 19:31:00,2025-04-12 19:31:00
471,557,DFW-02,DHL,2025-10-12 16:13:00,2025-10-16 16:13:00
472,558,CLT-03,DHL,2025-08-21 05:44:00,2025-08-22 05:44:00
473,560,CLT-03,DHL,2025-05-24 17:49:00,
474,561,CLT-03,UPS,2025-05-20 11:53:00,2025-05-23 11:53:00
475,562,DFW-02,UPS,2025-09-25 03:05:00,2025-09-30 03:05:00
476,564,CLT-03,DHL,2025-10-22 13:43:00,2025-10-24 13:43:00
477,565,CLT-03,DHL,2024-10-22 18:27:00,
478,566,CLT-03,FedEx,2025-09-13 08:53:00,2025-09-14 08:53:00
479,567,ATL-01,FedEx,2025-08-03 11:11:00,2025-08-06 11:11:00
480,568,DFW-02,UPS,2024-09-16 18:55:00,
481,569,ATL-01,FedEx,2025-09-21 13:04:00,2025-09-25 13:04:00
482,570,CLT-03,FedEx,2024-08-20 05:42:00,2024-08-25 05:42:00
483,571,CLT-03,USPS,2025-10-11 03:57:00,2025-10-16 03:57:00
484,572,DFW-02,DHL,2025-09-06 15:27:00,2025-09-10 15:27:00
485,573,DFW-02,USPS,2025-07-23 08:52:00,2025-07-28 08:52:00
486,574,DFW-02,USPS,2025-08-05 02:28:00,
487,575,ATL-01,UPS,2024-09-26 05:51:00,2024-09-29 05:51:00
488,576,CLT-03,DHL,2025-08-19 22:21:00,2025-08-24 22:21:00
489,577,ATL-01,DHL,2025-09-11 10:52:00,2025-09-12 10:52:00
490,578,DFW-02,FedEx,2025-07-23 18:24:00,2025-07-27 18:24:00
491,579,CLT-03,UPS,2025-11-06 01:57:00,2025-11-10 01:57:00
492,580,ATL-01,UPS,2025-03-31 14:31:00,2025-04-01 14:31:00
493,581,ATL-01,USPS,2024-08-20 03:20:00,2024-08-23 03:20:00
494,582,CLT-03,UPS,2025-08-22 12:17:00,2025-08-26 12:17:00
495,583,CLT-03,FedEx,2025-06-29 18:30:00,2025-07-02 18:30:00
496,584,DFW-02,DHL,2025-08-09 06:44:00,
497,586,DFW-02,UPS,2024-11-11 13:10:00,2024-11-14 13:10:00
498,587,DFW-02,FedEx,2025-07-09 11:27:00,2025-07-11 11:27:00
499,588,ATL-01,DHL,2025-01-27 08:33:00,2025-01-30 08:33:00
500,589,ATL-01,DHL,2025-05-10 07:46:00,2025-05-11 07:46:00
501,590,ATL-01,UPS,2025-04-06 22:15:00,
502,591,DFW-02,UPS,2025-06-11 10:01:00,
503,593,CLT-03,DHL,2025-09-24 10:28:00,2025-09-27 10:28:00
504,594,ATL-01,DHL,2025-03-20 16:46:00,2025-03-21 16:46:00
505,596,DFW-02,FedEx,2025-10-31 08:19:00,
506,597,DFW-02,USPS,2025-11-04 19:35:00,2025-11-05 19:35:00
507,599,ATL-01,USPS,2025-02-10 18:58:00,
508,600,DFW-02,DHL,2025-04-03 09:11:00,2025-04-04 09:11:00
509,601,CLT-03,UPS,2025-01-31 13:06:00,
510,602,CLT-03,UPS,2025-09-14 02:48:00,
511,603,CLT-03,UPS,2025-09-23 16:29:00,2025-09-26 16:29:00
512,604,ATL-01,DHL,2025-03-28 15:44:00,2025-04-02 15:44:00
513,605,ATL-01,UPS,2025-02-23 21:40:00,2025-02-28 21:40:00
514,606,ATL-01,DHL,2025-02-14 15:01:00,2025-02-19 15:01:00
515,607,CLT-03,DHL,2025-08-05 05:09:00,2025-08-06 05:09:00
516,608,DFW-02,DHL,2025-08-14 12:24:00,2025-08-15 12:24:00
517,609,ATL-01,FedEx,2025-07-14 00:37:00,2025-07-19 00:37:00
518,610,CLT-03,FedEx,2025-01-14 20:46:00,2025-01-19 20:46:00
519,611,ATL-01,UPS,2025-08-26 16:49:00,2025-08-28 16:49:00
520,612,CLT-03,USPS,2025-10-27 15:20:00,2025-10-28 15:20:00
521,613,CLT-03,FedEx,2024-10-06 23:04:00,2024-10-11 23:04:00
522,614,ATL-01,UPS,2025-03-09 14:43:00,2025-03-10 14:43:00
523,615,CLT-03,DHL,2025-01-07 00:23:00,2025-01-11 00:23:00
524,616,CLT-03,USPS,2024-11-13 02:08:00,2024-11-17 02:08:00
525,617,DFW-02,USPS,2025-10-13 05:18:00,
526,618,CLT-03,UPS,2025-04-16 01:08:00,2025-04-20 01:08:00
527,619,DFW-02,DHL,2025-07-08 04:17:00,2025-07-11 04:17:00
528,621,DFW-02,UPS,2025-10-08 21:43:00,2025-10-11 21:43:00
529,622,CLT-03,FedEx,2025-02-28 18:00:00,2025-03-05 18:00:00
530,623,CLT-03,USPS,2024-12-29 12:30:00,2025-01-02 12:30:00
531,624,CLT-03,DHL,2025-10-24 07:28:00,2025-10-28 07:28:00
532,626,DFW-02,DHL,2025-09-19 01:15:00,2025-09-24 01:15:00
533,629,DFW-02,USPS,2025-05-09 23:59:00,2025-05-14 23:59:00
534,630,DFW-02,UPS,2025-05-12 19:17:00,2025-05-16 19:17:00
535,631,CLT-03,FedEx,2024-08-18 01:22:00,2024-08-20 01:22:00
536,632,CLT-03,FedEx,2025-10-12 20:03:00,2025-10-13 20:03:00
537,634,DFW-02,UPS,2024-11-19 06:20:00,2024-11-23 06:20:00
538,635,ATL-01,FedEx,2025-04-30 09:59:00,
539,636,DFW-02,FedEx,2025-06-22 18:40:00,2025-06-24 18:40:00
540,637,ATL-01,USPS,2025-09-15 11:14:00,2025-09-18 11:14:00
541,638,CLT-03,FedEx,2025-06-22 11:41:00,2025-06-26 11:41:00
542,639,DFW-02,FedEx,2025-03-14 09:21:00,2025-03-19 09:21:00
543,640,ATL-01,FedEx,2025-01-30 14:00:00,
544,641,CLT-03,UPS,2025-10-11 12:57:00,2025-10-14 12:57:00
545,642,ATL-01,USPS,2024-10-15 23:58:00,2024-10-17 23:58:00
546,643,ATL-01,UPS,2025-08-09 12:20:00,2025-08-11 12:20:00
547,644,DFW-02,DHL,2025-11-01 23:13:00,2025-11-04 23:13:00
548,645,DFW-02,FedEx,2025-10-17 09:58:00,2025-10-18 09:58:00
549,646,ATL-01,FedEx,2025-10-29 18:27:00,2025-11-01 18:27:00
550,647,ATL-01,FedEx,2024-11-14 05:32:00,2024-11-15 05:32:00
551,648,ATL-01,DHL,2025-05-06 07:43:00,
552,650,ATL-01,FedEx,2025-02-27 09:42:00,2025-03-03 09:42:00
553,651,ATL-01,USPS,2025-11-02 21:07:00,2025-11-06 21:07:00
554,652,ATL-01,FedEx,2025-08-16 13:25:00,2025-08-21 13:25:00
555,653,CLT-03,DHL,2025-08-01 19:39:00,2025-08-03 19:39:00
556,654,DFW-02,UPS,2025-08-31 09:51:00,
557,655,ATL-01,UPS,2025-03-26 00:14:00,2025-03-27 00:14:00
558,657,ATL-01,DHL,2024-12-06 20:36:00,2024-12-10 20:36:00
559,658,ATL-01,DHL,2025-05-10 11:48:00,2025-05-14 11:48:00
560,659,ATL-01,UPS,2025-06-14 03:41:00,2025-06-19 03:41:00
561,660,CLT-03,DHL,2025-05-16 15:33:00,2025-05-18 15:33:00
562,661,CLT-03,UPS,2025-06-20 20:15:00,2025-06-25 20:15:00
563,662,CLT-03,USPS,2025-02-10 03:02:00,2025-02-13 03:02:00
564,663,CLT-03,FedEx,2025-10-17 18:41:00,
565,664,CLT-03,UPS,2025-06-29 15:00:00,2025-07-01 15:00:00
566,665,CLT-03,FedEx,2025-06-07 03:03:00,2025-06-10 03:03:00
567,666,CLT-03,DHL,2025-07-22 03:46:00,2025-07-27 03:46:00
568,667,ATL-01,DHL,2025-01-21 07:13:00,
569,668,DFW-02,USPS,2025-09-13 22:30:00,2025-09-18 22:30:00
570,669,CLT-03,FedEx,2024-09-21 11:54:00,2024-09-24 11:54:00
571,671,CLT-03,DHL,2025-11-14 22:16:00,2025-11-19 22:16:00
572,672,ATL-01,USPS,2025-01-25 23:55:00,2025-01-28 23:55:00
573,674,CLT-03,USPS,2025-08-15 01:04:00,
574,675,ATL-01,FedEx,2025-04-21 18:53:00,2025-04-25 18:53:00
575,676,CLT-03,USPS,2025-10-03 20:57:00,2025-10-05 20:57:00
576,677,DFW-02,USPS,2025-02-25 06:17:00,2025-03-02 06:17:00
577,678,CLT-03,USPS,2025-08-08 14:53:00,2025-08-11 14:53:00
578,679,CLT-03,FedEx,2025-04-19 16:35:00,2025-04-24 16:35:00
579,680,DFW-02,UPS,2025-01-06 18:20:00,2025-01-09 18:20:00
580,681,DFW-02,FedEx,2025-10-24 09:10:00,2025-10-28 09:10:00
581,682,CLT-03,FedEx,2025-08-30 19:21:00,2025-09-01 19:21:00
582,684,ATL-01,FedEx,2024-11-29 04:51:00,2024-12-03 04:51:00
583,685,DFW-02,FedEx,2025-08-19 11:00:00,2025-08-20 11:00:00
584,686,ATL-01,FedEx,2025-09-13 04:25:00,2025-09-18 04:25:00
585,687,DFW-02,FedEx,2025-07-26 07:23:00,2025-07-29 07:23:00
586,688,ATL-01,USPS,2025-01-14 09:24:00,2025-01-15 09:24:00
587,689,CLT-03,USPS,2025-07-17 12:43:00,2025-07-21 12:43:00
588,690,DFW-02,UPS,2025-07-01 11:07:00,2025-07-05 11:07:00
589,691,CLT-03,UPS,2025-10-11 14:23:00,
590,692,ATL-01,DHL,2024-12-18 23:02:00,2024-12-23 23:02:00
591,693,DFW-02,DHL,2024-11-18 11:02:00,
592,694,DFW-02,USPS,2025-02-01 23:16:00,2025-02-06 23:16:00
593,695,CLT-03,USPS,2025-06-27 07:44:00,2025-06-29 07:44:00
594,696,ATL-01,USPS,2024-08-06 06:01:00,2024-08-08 06:01:00
595,697,ATL-01,DHL,2024-11-06 09:46:00,2024-11-10 09:46:00
596,698,DFW-02,USPS,2025-09-06 06:34:00,2025-09-09 06:34:00
597,699,DFW-02,FedEx,2025-08-18 00:09:00,2025-08-20 00:09:00
598,700,DFW-02,USPS,2025-07-28 03:06:00,2025-08-02 03:06:00
599,701,DFW-02,FedEx,2025-02-22 19:17:00,2025-02-25 19:17:00
600,703,CLT-03,DHL,2025-02-03 00:39:00,2025-02-08 00:39:00
601,705,CLT-03,DHL,2025-07-16 14:15:00,2025-07-20 14:15:00
602,706,CLT-03,DHL,2025-05-10 13:16:00,2025-05-15 13:16:00
603,707,CLT-03,DHL,2025-09-17 03:09:00,2025-09-21 03:09:00
604,708,ATL-01,USPS,2025-03-07 08:21:00,2025-03-08 08:21:00
605,710,DFW-02,USPS,2025-01-13 22:08:00,
606,711,DFW-02,FedEx,2025-06-24 16:25:00,2025-06-28 16:25:00
607,712,ATL-01,FedEx,2025-06-29 05:30:00,2025-07-02 05:30:00
608,713,CLT-03,FedEx,2025-03-22 23:50:00,
609,714,CLT-03,FedEx,2025-08-14 12:40:00,
610,715,ATL-01,DHL,2025-10-28 07:14:00,2025-10-30 07:14:00
611,716,DFW-02,FedEx,2024-12-07 01:20:00,2024-12-08 01:20:00
612,717,CLT-03,FedEx,2025-07-06 06:38:00,2025-07-10 06:38:00
613,720,CLT-03,FedEx,2025-04-05 09:20:00,2025-04-10 09:20:00
614,721,DFW-02,USPS,2025-11-04 15:41:00,2025-11-07 15:41:00
615,722,DFW-02,DHL,2025-07-13 13:00:00,2025-07-14 13:00:00
616,723,DFW-02,DHL,2025-05-07 17:35:00,2025-05-09 17:35:00
617,724,DFW-02,UPS,2025-08-31 15:02:00,2025-09-04 15:02:00
618,725,CLT-03,USPS,2025-01-02 23:04:00,2025-01-07 23:04:00
619,726,DFW-02,USPS,2024-09-13 02:55:00,2024-09-17 02:55:00
620,727,DFW-02,DHL,2025-08-19 22:16:00,2025-08-23 22:16:00
621,729,CLT-03,USPS,2025-11-07 03:34:00,
622,730,ATL-01,USPS,2025-06-30 22:47:00,2025-07-03 22:47:00
623,731,DFW-02,USPS,2025-06-06 21:12:00,2025-06-07 21:12:00
624,732,DFW-02,UPS,2025-02-28 06:12:00,2025-03-02 06:12:00
625,733,ATL-01,USPS,2025-05-29 06:13:00,2025-05-31 06:13:00
626,735,CLT-03,DHL,2024-11-24 20:51:00,2024-11-26 20:51:00
627,736,ATL-01,FedEx,2024-10-08 19:51:00,2024-10-11 19:51:00
628,737,ATL-01,DHL,2025-06-19 09:25:00,2025-06-23 09:25:00
629,738,ATL-01,UPS,2025-07-25 16:10:00,
630,739,CLT-03,UPS,2025-06-12 13:54:00,2025-06-17 13:54:00
631,740,CLT-03,USPS,2025-06-17 18:12:00,
632,741,ATL-01,UPS,2025-08-26 14:42:00,2025-08-28 14:42:00
633,742,CLT-03,DHL,2025-08-05 07:10:00,2025-08-07 07:10:00
634,743,CLT-03,USPS,2025-11-11 14:39:00,2025-11-14 14:39:00
635,745,CLT-03,UPS,2025-05-13 16:12:00,
636,746,DFW-02,DHL,2025-07-04 17:14:00,2025-07-07 17:14:00
637,747,ATL-01,FedEx,2025-06-12 10:08:00,2025-06-16 10:08:00
638,748,ATL-01,FedEx,2025-09-18 20:26:00,2025-09-22 20:26:00
639,749,ATL-01,DHL,2025-05-31 21:17:00,2025-06-05 21:17:00
640,750,DFW-02,FedEx,2025-08-14 09:52:00,
641,752,ATL-01,DHL,2025-10-09 08:53:00,2025-10-13 08:53:00
642,753,ATL-01,FedEx,2025-07-20 21:17:00,
643,754,CLT-03,USPS,2025-07-17 22:57:00,2025-07-18 22:57:00
644,756,ATL-01,USPS,2025-11-11 08:49:00,2025-11-15 08:49:00
645,757,CLT-03,DHL,2025-07-31 23:51:00,2025-08-03 23:51:00
646,758,CLT-03,USPS,2025-02-03 12:12:00,2025-02-08 12:12:00
647,759,ATL-01,USPS,2025-07-13 05:25:00,2025-07-16 05:25:00
648,760,ATL-01,DHL,2025-04-25 04:58:00,2025-04-28 04:58:00
649,761,ATL-01,DHL,2025-10-01 07:15:00,2025-10-05 07:15:00
650,762,CLT-03,FedEx,2025-07-16 12:47:00,2025-07-19 12:47:00
651,764,CLT-03,FedEx,2025-05-30 18:27:00,
652,765,CLT-03,USPS,2025-08-20 02:46:00,2025-08-23 02:46:00
653,766,CLT-03,FedEx,2025-02-28 16:26:00,
654,767,ATL-01,UPS,2025-11-09 05:53:00,
655,768,CLT-03,UPS,2025-04-26 22:27:00,2025-04-27 22:27:00
656,769,CLT-03,FedEx,2024-10-30 11:06:00,
657,770,DFW-02,UPS,2025-05-02 05:57:00,2025-05-05 05:57:00
658,771,CLT-03,USPS,2025-08-19 18:33:00,
659,772,ATL-01,DHL,2025-06-03 21:35:00,2025-06-06 21:35:00
660,773,DFW-02,DHL,2025-10-05 21:45:00,2025-10-09 21:45:00
661,774,CLT-03,UPS,2024-11-23 00:31:00,
662,775,ATL-01,FedEx,2024-09-24 09:24:00,
663,777,ATL-01,DHL,2025-10-24 12:02:00,
664,778,CLT-03,USPS,2025-07-25 20:44:00,2025-07-27 20:44:00
665,779,ATL-01,UPS,2025-08-20 22:25:00,2025-08-22 22:25:00
666,781,ATL-01,USPS,2025-09-14 21:59:00,2025-09-17 21:59:00
667,782,CLT-03,DHL,2025-02-10 20:03:00,2025-02-13 20:03:00
668,783,ATL-01,FedEx,2025-10-12 02:53:00,2025-10-15 02:53:00
669,784,CLT-03,FedEx,2024-12-12 07:00:00,2024-12-16 07:00:00
670,787,CLT-03,FedEx,2025-02-15 12:26:00,2025-02-17 12:26:00
671,788,CLT-03,DHL,2025-10-14 21:50:00,2025-10-17 21:50:00
672,789,ATL-01,FedEx,2025-02-12 10:35:00,2025-02-17 10:35:00
673,790,DFW-02,USPS,2025-04-10 07:55:00,2025-04-11 07:55:00
674,791,CLT-03,FedEx,2025-09-07 06:19:00,2025-09-08 06:19:00
675,792,DFW-02,DHL,2025-10-14 05:26:00,
676,793,ATL-01,FedEx,2025-06-11 00:37:00,2025-06-14 00:37:00
677,795,DFW-02,FedEx,2025-03-28 02:22:00,2025-04-01 02:22:00
678,796,DFW-02,FedEx,2025-08-07 22:19:00,2025-08-10 22:19:00
679,797,CLT-03,FedEx,2025-06-10 12:02:00,2025-06-13 12:02:00
680,798,ATL-01,UPS,2025-03-23 02:58:00,2025-03-24 02:58:00
681,799,CLT-03,UPS,2024-11-16 11:04:00,
682,800,CLT-03,UPS,2025-07-18 14:40:00,2025-07-20 14:40:00
683,801,ATL-01,DHL,2024-11-30 02:00:00,2024-12-04 02:00:00
684,802,ATL-01,USPS,2025-08-25 15:18:00,2025-08-27 15:18:00
685,803,ATL-01,UPS,2025-11-12 05:25:00,2025-11-15 05:25:00
686,804,DFW-02,DHL,2024-11-05 11:57:00,2024-11-09 11:57:00
687,805,DFW-02,DHL,2025-06-22 15:20:00,2025-06-26 15:20:00
688,806,ATL-01,FedEx,2025-10-11 14:28:00,
689,807,DFW-02,DHL,2024-12-02 12:30:00,
690,809,DFW-02,USPS,2025-04-13 15:38:00,2025-04-15 15:38:00
691,810,DFW-02,DHL,2025-07-31 19:07:00,2025-08-02 19:07:00
692,811,DFW-02,DHL,2025-03-23 10:36:00,2025-03-25 10:36:00
693,812,ATL-01,DHL,2024-09-10 16:56:00,
694,813,DFW-02,USPS,2025-09-14 08:45:00,
695,814,CLT-03,USPS,2025-07-29 17:09:00,2025-07-31 17:09:00
696,815,ATL-01,UPS,2025-09-19 13:44:00,2025-09-22 13:44:00
697,816,ATL-01,USPS,2025-08-09 13:05:00,2025-08-12 13:05:00
698,817,DFW-02,USPS,2025-03-22 22:38:00,2025-03-27 22:38:00
699,818,DFW-02,UPS,2025-04-07 23:24:00,2025-04-09 23:24:00
700,819,ATL-01,DHL,2024-11-11 04:06:00,2024-11-14 04:06:00
701,820,ATL-01,UPS,2025-07-05 16:26:00,2025-07-10 16:26:00
702,824,CLT-03,DHL,2025-10-01 12:13:00,
703,825,ATL-01,UPS,2025-10-03 19:16:00,2025-10-05 19:16:00
704,827,ATL-01,USPS,2025-04-02 14:03:00,2025-04-04 14:03:00
705,828,ATL-01,UPS,2025-06-19 23:24:00,2025-06-24 23:24:00
706,829,DFW-02,DHL,2025-03-21 00:19:00,2025-03-23 00:19:00
707,831,DFW-02,FedEx,2024-12-18 23:15:00,2024-12-22 23:15:00
708,832,CLT-03,DHL,2024-08-28 01:42:00,
709,833,ATL-01,USPS,2024-07-26 20:02:00,2024-07-31 20:02:00
710,834,CLT-03,DHL,2025-10-20 23:35:00,2025-10-22 23:35:00
711,835,CLT-03,FedEx,2025-07-06 11:27:00,
712,836,CLT-03,USPS,2025-04-20 20:53:00,2025-04-22 20:53:00
713,837,CLT-03,UPS,2024-12-19 23:53:00,2024-12-20 23:53:00
714,839,DFW-02,DHL,2024-09-02 09:07:00,2024-09-06 09:07:00
715,840,DFW-02,USPS,2025-08-25 09:21:00,2025-08-26 09:21:00
716,841,DFW-02,USPS,2024-09-30 22:30:00,2024-10-01 22:30:00
717,842,CLT-03,DHL,2024-12-01 07:46:00,2024-12-03 07:46:00
718,843,DFW-02,DHL,2025-04-12 17:49:00,2025-04-16 17:49:00
719,845,DFW-02,DHL,2025-11-06 02:12:00,2025-11-08 02:12:00
720,846,ATL-01,USPS,2025-08-30 22:58:00,
721,849,DFW-02,UPS,2025-06-02 17:23:00,2025-06-03 17:23:00
722,850,DFW-02,UPS,2025-09-17 03:33:00,2025-09-19 03:33:00
723,851,CLT-03,DHL,2025-08-14 16:09:00,2025-08-16 16:09:00
724,852,ATL-01,FedEx,2025-08-02 07:52:00,2025-08-06 07:52:00
725,853,CLT-03,USPS,2025-09-01 11:25:00,2025-09-03 11:25:00
726,855,DFW-02,UPS,2025-09-15 20:02:00,2025-09-19 20:02:00
727,856,CLT-03,FedEx,2025-06-17 10:34:00,2025-06-22 10:34:00
728,857,DFW-02,FedEx,2025-10-27 10:58:00,2025-11-01 10:58:00
729,858,ATL-01,USPS,2025-07-29 04:51:00,2025-07-31 04:51:00
730,859,CLT-03,DHL,2025-10-14 15:23:00,2025-10-18 15:23:00
731,860,DFW-02,UPS,2024-11-09 08:59:00,2024-11-13 08:59:00
